Kanton,BAG_Region,Franchise,Modell,Krankenkasse,Jahr,Praemie,Modell_Franchise
BE,BE1_BAG,300,GV_Hausarzt,CSS - Arcosana,2020,457,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_OKP,AMB,2022,407.3999939,GV_OKP_2500
BE,BE1_BAG,300,GV_Telmed,Progrès,2018,442,GV_Telmed_300
BE,BE1_BAG,2500,GV_OKP,Assura,2019,353.4,GV_OKP_2500
BE,BE1_BAG,2500,GV_Telmed,Rhenusana,2017,363.5,GV_Telmed_2500
BE,BE1_BAG,300,GV_OKP,Easy Sana,2022,502.6000061,GV_OKP_300
BE,BE1_BAG,2500,GV_Hausarzt,Helsana,2020,319.7666728,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Hausarzt,KK Steffisburg,2020,316.1000061,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_HMO,Sympany - Kolping,2022,437.3999939,GV_HMO_2500
BE,BE1_BAG,2500,GV_Hausarzt,KPT,2024,382,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_OKP,Sanitas,2024,539.5,GV_OKP_300
BE,BE1_BAG,300,GV_OKP,Klug,2023,581.7999878,GV_OKP_300
BE,BE1_BAG,2500,GV_HMO,Agrisano,2023,397.8999939,GV_HMO_2500
BE,BE1_BAG,300,GV_Telmed,EGK-Gesundheitskasse,2018,478.5,GV_Telmed_300
BE,BE1_BAG,300,GV_Telmed,KPT,2016,436,GV_Telmed_300
BE,BE1_BAG,2500,GV_Telmed,Sumiswalder KK,2019,362.8,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Hausarzt,KVF Krankenversicherung,2017,305.9,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Telmed,Philos,2021,331.0333252,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Telmed,Atupri,2021,318.5999908,GV_Telmed_2500
BE,BE1_BAG,2500,GV_OKP,Avenir,2022,402.6000061,GV_OKP_2500
BE,BE1_BAG,300,GV_Telmed,Agrisano,2024,529.2000122,GV_Telmed_300
BE,BE1_BAG,2500,GV_Telmed,Sympany - Kolping,2023,390.9666646,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Telmed,Supra,2023,370.3999939,GV_Telmed_2500
BE,BE1_BAG,300,GV_Hausarzt,KPT,2018,438.1,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Hausarzt,Arcosana,2018,452.8,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_OKP,Galenos,2016,344.8,GV_OKP_2500
BE,BE1_BAG,300,GV_Hausarzt,Sana24,2021,478.7000122,GV_Hausarzt_300
BE,BE1_BAG,300,GV_HMO,Galenos,2022,462.6000061,GV_HMO_300
BE,BE1_BAG,300,GV_HMO,CSS,2020,444.2583364,GV_HMO_300
BE,BE1_BAG,300,GV_OKP,CSS,2020,525.5,GV_OKP_300
BE,BE1_BAG,2500,GV_OKP,Sumiswalder KK,2020,402.5,GV_OKP_2500
BE,BE1_BAG,2500,GV_Telmed,Helsana,2024,372.5999908,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Telmed,Arcosana,2018,323.4,GV_Telmed_2500
BE,BE1_BAG,300,GV_OKP,Concordia,2021,532.5,GV_OKP_300
BE,BE1_BAG,300,GV_Telmed,CSS - Arcosana,2022,441.1000061,GV_Telmed_300
BE,BE1_BAG,2500,GV_OKP,CSS - Arcosana,2020,388.5,GV_OKP_2500
BE,BE1_BAG,300,GV_Hausarzt,KPT,2020,466.5,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_Hausarzt,KK Steffisburg,2022,314.7999878,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_OKP,CSS,2024,459.1000061,GV_OKP_2500
BE,BE1_BAG,2500,GV_Hausarzt,Sumiswalder KK,2024,369.2000122,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_HMO,KPT,2024,515.5999756,GV_HMO_300
BE,BE1_BAG,300,GV_OKP,KPT,2023,545,GV_OKP_300
BE,BE1_BAG,2500,GV_Hausarzt,EGK-Gesundheitskasse,2018,359.2,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_OKP,Klug,2016,513.05,GV_OKP_300
BE,BE1_BAG,300,GV_Telmed,Sanagate,2016,409.4,GV_Telmed_300
BE,BE1_BAG,2500,GV_Telmed,Wincare,2016,376.8,GV_Telmed_2500
BE,BE1_BAG,2500,GV_OKP,Supra,2019,395.6,GV_OKP_2500
BE,BE1_BAG,300,GV_OKP,Sympany - Vivao,2019,495.7,GV_OKP_300
BE,BE1_BAG,300,GV_OKP,KK Ingenbohl,2017,514.9,GV_OKP_300
BE,BE1_BAG,2500,GV_Telmed,KK Luzerner Hinterland,2021,398.0499878,GV_Telmed_2500
BE,BE1_BAG,300,GV_Telmed,Progrès,2020,444.5,GV_Telmed_300
BE,BE1_BAG,300,GV_OKP,Klug,2020,554.0999756,GV_OKP_300
BE,BE1_BAG,2500,GV_Telmed,Vivacare,2023,428.7666626,GV_Telmed_2500
BE,BE1_BAG,300,GV_OKP,Progrès,2019,497.6,GV_OKP_300
BE,BE1_BAG,2500,GV_Hausarzt,Aquilana,2019,337.8,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_OKP,CSS,2017,525.5,GV_OKP_300
BE,BE1_BAG,2500,GV_Hausarzt,Easy Sana,2021,344.4000041,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Hausarzt,CSS - Sanagate,2021,320.7999878,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Telmed,Sodalis,2021,360.1000061,GV_Telmed_2500
BE,BE1_BAG,300,GV_Hausarzt,Atupri,2021,463.6000061,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Telmed,ÖKK,2022,439.5500031,GV_Telmed_300
BE,BE1_BAG,300,GV_OKP,Sumiswalder KK,2020,520.7999878,GV_OKP_300
BE,BE1_BAG,300,GV_OKP,Sodalis,2020,537.7000122,GV_OKP_300
BE,BE1_BAG,300,GV_OKP,Visana,2022,543.4000244,GV_OKP_300
BE,BE1_BAG,2500,GV_HMO,Swica,2024,419.2000122,GV_HMO_2500
BE,BE1_BAG,2500,GV_OKP,EGK-Gesundheitskasse,2024,458.8999939,GV_OKP_2500
BE,BE1_BAG,300,GV_Hausarzt,Sanitas,2023,456.3249969,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_OKP,Swica,2023,479.6000061,GV_OKP_2500
BE,BE1_BAG,2500,GV_OKP,Swica,2018,380.9,GV_OKP_2500
BE,BE1_BAG,300,GV_OKP,Vivacare,2018,523.9,GV_OKP_300
BE,BE1_BAG,300,GV_Telmed,Avenir,2019,457.4,GV_Telmed_300
BE,BE1_BAG,2500,GV_Hausarzt,Helsana,2019,319.77,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_HMO,KPT,2018,308.8,GV_HMO_2500
BE,BE1_BAG,2500,GV_Hausarzt,KK Luzerner Hinterland,2016,387.75,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Telmed,Compact,2016,245.4,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Hausarzt,Agrisano,2016,311.3,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_OKP,KK Luzerner Hinterland,2017,576.7,GV_OKP_300
BE,BE1_BAG,300,GV_OKP,Easy Sana,2020,521.2000122,GV_OKP_300
BE,BE1_BAG,2500,GV_HMO,Sympany - Moove,2020,386.3999939,GV_HMO_2500
BE,BE1_BAG,2500,GV_HMO,KPT,2020,336.5,GV_HMO_2500
BE,BE1_BAG,2500,GV_OKP,Sodalis,2018,370.1,GV_OKP_2500
BE,BE1_BAG,300,GV_Telmed,Philos,2018,451.15,GV_Telmed_300
BE,BE1_BAG,300,GV_Hausarzt,Sympany - Moove,2017,463.45,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_Hausarzt,KPT,2016,286.5,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Telmed,Rhenusana,2016,338.2,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Hausarzt,KPT,2019,328.4,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_Hausarzt,EGK-Gesundheitskasse,2019,486.4,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_HMO,Concordia,2017,312.4,GV_HMO_2500
BE,BE1_BAG,2500,GV_Hausarzt,Galenos,2020,324,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_HMO,Sympany - Vivao,2020,312.8999939,GV_HMO_2500
BE,BE1_BAG,300,GV_HMO,ÖKK,2020,442.6000061,GV_HMO_300
BE,BE1_BAG,2500,GV_Hausarzt,Vita Surselva,2024,420.2000122,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_Telmed,CSS,2024,509,GV_Telmed_300
BE,BE1_BAG,300,GV_Telmed,KK Luzerner Hinterland,2023,491.3999939,GV_Telmed_300
BE,BE1_BAG,300,GV_HMO,CSS,2018,441.43,GV_HMO_300
BE,BE1_BAG,2500,GV_HMO,Helsana,2016,325,GV_HMO_2500
BE,BE1_BAG,300,GV_OKP,Mutuel Assurance,2017,478.1,GV_OKP_300
BE,BE1_BAG,2500,GV_OKP,Easy Sana,2021,397.5,GV_OKP_2500
BE,BE1_BAG,300,GV_Telmed,Sanitas,2021,447.7000122,GV_Telmed_300
BE,BE1_BAG,2500,GV_Hausarzt,Vita Surselva,2022,398.1000061,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_Telmed,Easy Sana,2020,461.5000102,GV_Telmed_300
BE,BE1_BAG,300,GV_Hausarzt,Slkk,2022,456.6000061,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_OKP,KK Luzerner Hinterland,2023,442.0499878,GV_OKP_2500
BE,BE1_BAG,2500,GV_Telmed,Progrès,2018,322.65,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Hausarzt,Provita,2018,358.75,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_OKP,Aquilana,2021,383.6000061,GV_OKP_2500
BE,BE1_BAG,300,GV_HMO,Sana24,2021,465.2999878,GV_HMO_300
BE,BE1_BAG,300,GV_Telmed,CSS - Sanagate,2021,445.2000122,GV_Telmed_300
BE,BE1_BAG,300,GV_OKP,KK Luzerner Hinterland,2022,552.9000244,GV_OKP_300
BE,BE1_BAG,2500,GV_Hausarzt,Vivacare,2020,363.25,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_OKP,Sympany - Moove,2020,455.7000122,GV_OKP_2500
BE,BE1_BAG,300,GV_Telmed,Avenir,2024,528.75,GV_Telmed_300
BE,BE1_BAG,2500,GV_Telmed,Swica,2024,437.5666707,GV_Telmed_2500
BE,BE1_BAG,300,GV_OKP,Concordia,2024,582.7000122,GV_OKP_300
BE,BE1_BAG,300,GV_OKP,Philos,2023,541.2000122,GV_OKP_300
BE,BE1_BAG,2500,GV_Telmed,EGK-Gesundheitskasse,2023,377.8999939,GV_Telmed_2500
BE,BE1_BAG,300,GV_Telmed,Mutuel Assurance,2023,470.2999878,GV_Telmed_300
BE,BE1_BAG,300,GV_Telmed,Atupri,2016,376.4,GV_Telmed_300
BE,BE1_BAG,2500,GV_Hausarzt,Easy Sana,2019,349.45,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_Hausarzt,Helsana,2017,421.5,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Hausarzt,Sympany - Vivao,2019,436.3,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_Hausarzt,CSS - Intras,2019,358.8,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_OKP,Visana,2017,398.7,GV_OKP_2500
BE,BE1_BAG,300,GV_Telmed,Progrès,2021,428.8499908,GV_Telmed_300
BE,BE1_BAG,300,GV_Hausarzt,Supra,2021,455.6999969,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Telmed,Sympany - Moove,2020,508.2999878,GV_Telmed_300
BE,BE1_BAG,300,GV_Telmed,Sympany - Kolping,2020,661.7666626,GV_Telmed_300
BE,BE1_BAG,300,GV_OKP,Philos,2022,513.2999878,GV_OKP_300
BE,BE1_BAG,2500,GV_HMO,KK Steffisburg,2024,354.5,GV_HMO_2500
BE,BE1_BAG,300,GV_Telmed,Atupri,2017,396.35,GV_Telmed_300
BE,BE1_BAG,2500,GV_Telmed,Avenir,2019,342.1,GV_Telmed_2500
BE,BE1_BAG,300,GV_HMO,Wincare,2016,485.85,GV_HMO_300
BE,BE1_BAG,300,GV_OKP,Slkk,2016,501.9,GV_OKP_300
BE,BE1_BAG,2500,GV_Telmed,Progrès,2021,309.5,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Telmed,ÖKK,2021,336.0999908,GV_Telmed_2500
BE,BE1_BAG,300,GV_Telmed,EGK-Gesundheitskasse,2022,475.5,GV_Telmed_300
BE,BE1_BAG,300,GV_Telmed,Helsana,2020,451.8500061,GV_Telmed_300
BE,BE1_BAG,2500,GV_Hausarzt,Slkk,2022,349.2000122,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Telmed,CSS,2023,356.2000122,GV_Telmed_2500
BE,BE1_BAG,300,GV_HMO,Swica,2018,400.2,GV_HMO_300
BE,BE1_BAG,300,GV_Telmed,Sumiswalder KK,2016,407.8,GV_Telmed_300
BE,BE1_BAG,2500,GV_Hausarzt,Sympany - Kolping,2019,598.5,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_OKP,Rhenusana,2017,390.8,GV_OKP_2500
BE,BE1_BAG,2500,GV_OKP,Sympany - Kolping,2021,591.2999878,GV_OKP_2500
BE,BE1_BAG,2500,GV_Telmed,Slkk,2022,351.1999969,GV_Telmed_2500
BE,BE1_BAG,300,GV_Hausarzt,Provita,2020,478.4500122,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_OKP,Atupri,2018,360.5,GV_OKP_2500
BE,BE1_BAG,2500,GV_Telmed,Vivacare,2016,352.65,GV_Telmed_2500
BE,BE1_BAG,2500,GV_OKP,Philos,2016,323.4,GV_OKP_2500
BE,BE1_BAG,2500,GV_Telmed,KPT,2016,320.2,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Hausarzt,KK Steffisburg,2016,290.3,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Hausarzt,Concordia,2021,366.6000061,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Hausarzt,Mutuel Assurance,2020,339.1333313,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Telmed,Sanitas,2024,368.8000031,GV_Telmed_2500
BE,BE1_BAG,2500,GV_HMO,Sanitas,2024,365.4249954,GV_HMO_2500
BE,BE1_BAG,300,GV_Hausarzt,Philos,2024,525.1000061,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_HMO,Atupri,2024,384.2999878,GV_HMO_2500
BE,BE1_BAG,300,GV_Telmed,Sanitas,2023,453.7999878,GV_Telmed_300
BE,BE1_BAG,2500,GV_Telmed,Sanitas,2018,319,GV_Telmed_2500
BE,BE1_BAG,300,GV_Telmed,Intras,2017,475.55,GV_Telmed_300
BE,BE1_BAG,2500,GV_OKP,Easy Sana,2016,335.5,GV_OKP_2500
BE,BE1_BAG,300,GV_HMO,Sanitas,2019,434.2,GV_HMO_300
BE,BE1_BAG,2500,GV_OKP,Swica,2017,367,GV_OKP_2500
BE,BE1_BAG,300,GV_Hausarzt,Avenir,2020,454.700002,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Telmed,Sympany - Vivao,2023,448.4666646,GV_Telmed_300
BE,BE1_BAG,300,GV_Hausarzt,Aquilana,2023,455.6000061,GV_Hausarzt_300
BE,BE1_BAG,300,GV_OKP,Philos,2018,517,GV_OKP_300
BE,BE1_BAG,2500,GV_Hausarzt,Sympany - Vivao,2017,297.25,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Hausarzt,Vivacare,2016,339.2,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_Telmed,Vivacare,2019,492.55,GV_Telmed_300
BE,BE1_BAG,2500,GV_OKP,Agrisano,2016,333,GV_OKP_2500
BE,BE1_BAG,2500,GV_OKP,Sansan,2016,329,GV_OKP_2500
BE,BE1_BAG,300,GV_OKP,Klug,2019,554.1,GV_OKP_300
BE,BE1_BAG,2500,GV_Hausarzt,Philos,2020,319.4250031,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_HMO,Visana,2020,443.2999878,GV_HMO_300
BE,BE1_BAG,2500,GV_Hausarzt,Supra,2020,322.1499939,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_HMO,Concordia,2020,330.5,GV_HMO_2500
BE,BE1_BAG,300,GV_Hausarzt,Helsana,2024,485.880011,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_OKP,Sympany - Moove,2018,412,GV_OKP_2500
BE,BE1_BAG,300,GV_Telmed,Easy Sana,2019,457.2,GV_Telmed_300
BE,BE1_BAG,300,GV_Telmed,Intras,2018,475.55,GV_Telmed_300
BE,BE1_BAG,300,GV_OKP,KVF,2019,549.7,GV_OKP_300
BE,BE1_BAG,300,GV_OKP,Avenir,2019,519.7,GV_OKP_300
BE,BE1_BAG,300,GV_Telmed,CSS,2021,472.8999939,GV_Telmed_300
BE,BE1_BAG,300,GV_HMO,Sanitas,2020,425.7000122,GV_HMO_300
BE,BE1_BAG,2500,GV_Telmed,Avenir,2024,409.7000122,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Hausarzt,Atupri,2024,401.3999939,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Telmed,Philos,2023,339.6999969,GV_Telmed_2500
BE,BE1_BAG,300,GV_Hausarzt,Swica,2023,518.0999908,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_Hausarzt,ÖKK,2023,354.5,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_Hausarzt,Philos,2017,426.23,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_Telmed,Visana,2018,359.55,GV_Telmed_2500
BE,BE1_BAG,2500,GV_OKP,CSS,2016,411.7,GV_OKP_2500
BE,BE1_BAG,2500,GV_OKP,Sana24,2016,374.5,GV_OKP_2500
BE,BE1_BAG,2500,GV_Hausarzt,Arcosana,2016,298.3,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_OKP,Swica,2019,529.1,GV_OKP_300
BE,BE1_BAG,300,GV_OKP,Atupri,2019,505.1,GV_OKP_300
BE,BE1_BAG,2500,GV_OKP,Avenir,2017,342,GV_OKP_2500
BE,BE1_BAG,300,GV_Telmed,Arcosana,2017,437.7,GV_Telmed_300
BE,BE1_BAG,300,GV_Telmed,CSS - Intras,2021,485.7999878,GV_Telmed_300
BE,BE1_BAG,300,GV_OKP,Provita,2021,524.5,GV_OKP_300
BE,BE1_BAG,300,GV_Hausarzt,Slkk,2021,449.8999939,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_Hausarzt,Sumiswalder KK,2020,362.2999878,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_HMO,Vivacare,2024,564.5999756,GV_HMO_300
BE,BE1_BAG,2500,GV_OKP,Klug,2023,458.6000061,GV_OKP_2500
BE,BE1_BAG,2500,GV_Telmed,KK Steffisburg,2018,312.7,GV_Telmed_2500
BE,BE1_BAG,300,GV_Telmed,Kolping,2016,528.8,GV_Telmed_300
BE,BE1_BAG,2500,GV_OKP,Rhenusana,2019,417.6,GV_OKP_2500
BE,BE1_BAG,300,GV_Hausarzt,ÖKK,2019,457.9,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Hausarzt,KK Steffisburg,2019,433.5,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_OKP,Helsana,2017,370.8,GV_OKP_2500
BE,BE1_BAG,2500,GV_HMO,Sanitas,2017,298.3,GV_HMO_2500
BE,BE1_BAG,300,GV_Hausarzt,Assura,2022,426.9333293,GV_Hausarzt_300
BE,BE1_BAG,300,GV_OKP,Agrisano,2024,584.7999878,GV_OKP_300
BE,BE1_BAG,2500,GV_OKP,Avenir,2024,483.5,GV_OKP_2500
BE,BE1_BAG,300,GV_OKP,Atupri,2023,548,GV_OKP_300
BE,BE1_BAG,300,GV_OKP,KK Luzerner Hinterland,2018,576.7,GV_OKP_300
BE,BE1_BAG,300,GV_Hausarzt,Swica,2017,415.9,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_OKP,KK Luzerner Hinterland,2019,452.05,GV_OKP_2500
BE,BE1_BAG,2500,GV_OKP,Philos,2019,403.6,GV_OKP_2500
BE,BE1_BAG,2500,GV_OKP,Sympany - Vivao,2019,376.4,GV_OKP_2500
BE,BE1_BAG,2500,GV_Hausarzt,Concordia,2024,397.3999939,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_OKP,Supra,2023,565.7999878,GV_OKP_300
BE,BE1_BAG,300,GV_Hausarzt,Intras,2018,472.9,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_OKP,Sodalis,2021,422.5,GV_OKP_2500
BE,BE1_BAG,300,GV_OKP,AMB,2021,549.7000122,GV_OKP_300
BE,BE1_BAG,2500,GV_Telmed,CSS - Sanagate,2020,313.6000061,GV_Telmed_2500
BE,BE1_BAG,300,GV_Telmed,Sympany - Vivao,2020,437.1000061,GV_Telmed_300
BE,BE1_BAG,300,GV_Hausarzt,Concordia,2022,474,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Telmed,KK Steffisburg,2024,495.8999939,GV_Telmed_300
BE,BE1_BAG,2500,GV_Hausarzt,Mutuel Assurance,2019,359.55,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Hausarzt,Mutuel Assurance,2018,355.3,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_Hausarzt,Sympany - Vivao,2017,416.65,GV_Hausarzt_300
BE,BE1_BAG,300,GV_HMO,Vivacare,2019,468.35,GV_HMO_300
BE,BE1_BAG,300,GV_OKP,Helsana,2016,499.5,GV_OKP_300
BE,BE1_BAG,300,GV_Telmed,Philos,2021,450.0999959,GV_Telmed_300
BE,BE1_BAG,2500,GV_Hausarzt,Helsana,2021,324.9000041,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_OKP,EGK-Gesundheitskasse,2020,523.2999878,GV_OKP_300
BE,BE1_BAG,300,GV_HMO,Provita,2020,459.3999939,GV_HMO_300
BE,BE1_BAG,2500,GV_OKP,Sympany - Moove,2023,455.7000122,GV_OKP_2500
BE,BE1_BAG,300,GV_OKP,KK Luzerner Hinterland,2023,563.9500122,GV_OKP_300
BE,BE1_BAG,2500,GV_Telmed,KK Steffisburg,2016,267.7,GV_Telmed_2500
BE,BE1_BAG,300,GV_Hausarzt,KK Steffisburg,2016,410.9,GV_Hausarzt_300
BE,BE1_BAG,300,GV_OKP,Agrisano,2017,495.8,GV_OKP_300
BE,BE1_BAG,300,GV_Hausarzt,CSS,2017,472.9,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_OKP,Philos,2021,394.2999878,GV_OKP_2500
BE,BE1_BAG,300,GV_HMO,Swica,2021,423.3999939,GV_HMO_300
BE,BE1_BAG,300,GV_OKP,CSS - Arcosana,2021,501.2999878,GV_OKP_300
BE,BE1_BAG,300,GV_OKP,Swica,2022,531.9000244,GV_OKP_300
BE,BE1_BAG,2500,GV_HMO,Provita,2022,388,GV_HMO_2500
BE,BE1_BAG,2500,GV_Hausarzt,Sympany - Vivao,2023,336.7999878,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_OKP,EGK-Gesundheitskasse,2018,534.5,GV_OKP_300
BE,BE1_BAG,2500,GV_Hausarzt,Helsana,2016,332.18,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_OKP,Avenir,2016,442.7,GV_OKP_300
BE,BE1_BAG,2500,GV_OKP,Sodalis,2019,399.7,GV_OKP_2500
BE,BE1_BAG,300,GV_HMO,Sumiswalder KK,2017,428.4,GV_HMO_300
BE,BE1_BAG,2500,GV_Telmed,KK Steffisburg,2017,281.6,GV_Telmed_2500
BE,BE1_BAG,300,GV_Telmed,KVF Krankenversicherung,2017,432.4,GV_Telmed_300
BE,BE1_BAG,2500,GV_HMO,KVF Krankenversicherung,2017,301.3,GV_HMO_2500
BE,BE1_BAG,2500,GV_Hausarzt,Vivacare,2021,367.1000061,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Hausarzt,CSS,2021,340.4499969,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_OKP,Sympany - Kolping,2020,763.5999756,GV_OKP_300
BE,BE1_BAG,300,GV_HMO,Concordia,2022,444.7000122,GV_HMO_300
BE,BE1_BAG,2500,GV_OKP,Sana24,2023,430,GV_OKP_2500
BE,BE1_BAG,2500,GV_Telmed,Provita,2023,330.5,GV_Telmed_2500
BE,BE1_BAG,300,GV_OKP,KVF,2018,497.6,GV_OKP_300
BE,BE1_BAG,2500,GV_Telmed,Swica,2017,296.6,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Telmed,ÖKK,2016,297.7,GV_Telmed_2500
BE,BE1_BAG,300,GV_Hausarzt,EGK-Gesundheitskasse,2017,478.5,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_Hausarzt,Klug,2021,387.7999878,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Telmed,Rhenusana,2021,414.3999939,GV_Telmed_2500
BE,BE1_BAG,2500,GV_OKP,Philos,2020,376.6000061,GV_OKP_2500
BE,BE1_BAG,2500,GV_Telmed,Sumiswalder KK,2020,362.2999878,GV_Telmed_2500
BE,BE1_BAG,300,GV_Hausarzt,Easy Sana,2020,466.700002,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Hausarzt,CSS - Sanagate,2020,457.5,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_Hausarzt,Galenos,2024,418.3999939,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_Hausarzt,Provita,2023,516.5,GV_Hausarzt_300
BE,BE1_BAG,300,GV_OKP,Provita,2023,580.2999878,GV_OKP_300
BE,BE1_BAG,2500,GV_Telmed,Sana24,2018,367.8,GV_Telmed_2500
BE,BE1_BAG,300,GV_HMO,Sympany - Vivao,2017,416.7,GV_HMO_300
BE,BE1_BAG,300,GV_OKP,CSS,2016,531,GV_OKP_300
BE,BE1_BAG,2500,GV_OKP,ÖKK,2016,336.4,GV_OKP_2500
BE,BE1_BAG,2500,GV_Telmed,Mutuel Assurance,2022,317.5666606,GV_Telmed_2500
BE,BE1_BAG,2500,GV_HMO,CSS - Arcosana,2020,327.5,GV_HMO_2500
BE,BE1_BAG,2500,GV_Telmed,Sympany - Moove,2020,386.3999939,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Telmed,CSS - Arcosana,2020,332.6000061,GV_Telmed_2500
BE,BE1_BAG,300,GV_Hausarzt,Atupri,2020,454.6000061,GV_Hausarzt_300
BE,BE1_BAG,300,GV_HMO,Concordia,2024,486.6000061,GV_HMO_300
BE,BE1_BAG,2500,GV_Hausarzt,EGK-Gesundheitskasse,2024,412.7000122,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_OKP,Vivacare,2023,585.7999878,GV_OKP_300
BE,BE1_BAG,300,GV_OKP,Galenos,2023,585.0999756,GV_OKP_300
BE,BE1_BAG,2500,GV_Hausarzt,Assura,2019,288.5,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_HMO,ÖKK,2017,400.9,GV_HMO_300
BE,BE1_BAG,2500,GV_OKP,Visana,2016,388.4,GV_OKP_2500
BE,BE1_BAG,2500,GV_Telmed,Compact,2019,308,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Telmed,CSS - Arcosana,2022,321.7999878,GV_Telmed_2500
BE,BE1_BAG,300,GV_OKP,KPT,2022,513.4000244,GV_OKP_300
BE,BE1_BAG,300,GV_Hausarzt,Avenir,2016,394.1,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Telmed,Easy Sana,2016,391.2,GV_Telmed_300
